skill,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Area Parallelogram,-0.19223955,0.051625933,0.08753624,0.118567675,0.15705432,0.15757014,-0.3332628,-0.08859327,0.095995426,-0.18092798,-0.24428761,-0.33198592,0.030131258,0.0040505854,0.07111822,0.0823661,-0.03744009,0.11239683,0.088274285,0.06281031,-0.20644805,0.11418577,0.019148996,-0.24776047,-0.05399514,-0.049051434,-0.08356854,0.1844753,-0.084882505,-0.2695878,-0.07638825,0.12788694,-0.06775135,-0.01182849,0.12474107,-0.03870378,-0.034671064,0.18044662,-0.015679138,-0.085293375,0.15088876,0.098179504,-0.21830334,0.009923181,0.18127292,0.034552056,0.18234915,0.074492104,-0.16145243,0.10906734
Area Rectangle,-0.123967394,-0.2073317,-0.13109042,-0.08283917,0.018609868,-0.20366007,-0.3603421,0.025361206,0.027079815,-0.055525646,-0.17009497,-0.16556095,-0.15237582,0.100133196,0.15822019,0.030763464,-0.082771555,0.004892343,-0.003272754,-0.14678696,-0.22578913,0.11013018,-0.07180575,-0.14174166,0.18828543,-0.19658399,-0.095968276,0.13204688,-0.031950135,-0.12534343,-0.15924811,0.08783586,-0.17633122,-0.027408754,0.148045,0.14733079,-0.13739727,0.1214657,-0.12768418,-0.10025404,0.053494185,0.16674444,-0.10061261,-0.20064937,0.17226978,0.100919336,0.12128393,-0.044616465,-0.2858047,0.061762102
Area Trapezoid,-0.12122951,0.02533843,0.10379205,0.07955121,0.15974095,0.01655081,-0.19324157,-0.15528306,0.0057910443,-0.32000256,-0.21925603,-0.3237198,0.06105579,0.09775568,0.059419014,0.14514992,-0.086602695,0.22846018,0.04029607,-0.14196034,-0.05677734,-0.13669264,0.05437268,-0.10412436,-0.048819356,-0.24842979,-0.103486836,0.25860944,-0.1685366,0.03694542,0.03975118,0.15463291,-0.052375652,-0.03932505,0.12916316,0.049972504,0.007088754,0.2085023,0.12265218,0.073797986,0.015289685,0.2439664,-0.2281276,0.03211155,0.1399035,-0.006283346,-0.028258624,0.05831759,-0.21002199,0.06906051
Area Triangle,-0.098556876,-0.18664117,-0.055947762,0.19637041,0.1911545,-0.009664735,-0.35779,0.12278081,-0.00082211965,-0.14267337,-0.22111966,-0.14044246,-0.07056704,0.08544824,-0.047031,0.13500054,-0.22334711,0.02881912,0.18619569,-0.043565452,-0.08549642,0.09909077,0.09674612,-0.18136485,0.08076805,-0.013741246,-0.13369174,0.068500325,0.069704,-0.060834367,-0.10748251,0.012202754,-0.02722447,0.06725534,0.21607646,0.027358286,-0.1087167,0.07827191,0.05196329,0.08479916,0.039099906,0.095297955,-0.2823479,-0.12408318,0.099917606,0.015959585,0.20848584,0.04266929,-0.37572733,0.18215622
Box and Whisker,-0.012382846,0.27653274,0.0064073894,-0.18760698,-0.28496307,-0.064235345,0.074838094,-0.19063604,-0.095998436,-0.09443785,0.10256386,-0.12434955,0.18951295,0.09221933,0.13202058,0.15435757,0.04805791,-0.09803958,0.34415424,0.09247479,0.114710204,0.2581594,0.0681693,0.05784998,0.09207241,0.11294466,0.20794116,-0.034481503,0.12605378,0.038575742,0.10538219,0.15269141,-0.09617277,0.14701733,0.1702743,0.09088649,0.006029754,0.099084206,0.2786757,-0.15211481,0.052304935,-0.13172857,-0.11628647,-0.0860946,0.03606779,0.049491595,0.041773282,-0.02658202,0.21082118,-0.12829718
Calculations with Similar Figures,-0.0028356926,-0.009541742,0.12249762,-0.03362813,-0.061014544,0.31927332,-0.08852462,-0.069727324,0.20127662,-0.33822116,0.0346618,-0.23430924,0.01661993,-0.09144112,-0.011815026,0.18606873,-0.013125574,0.036819547,0.15407895,-0.059628025,0.004915354,0.02328067,-0.035712447,-0.08910437,-0.09224014,0.05115118,0.2214759,-0.33009487,-0.10555816,-0.17024115,0.13038069,-0.1189463,-0.08777952,-0.12925327,-0.02150278,0.07756877,-0.033016846,0.07235617,0.07102272,0.24936365,0.014345431,-0.066373244,0.018018518,-0.09699147,0.06679954,-0.024366632,-0.30456176,0.25612783,-0.034327734,0.22046599
Circumference ,-0.2287156,-0.19915737,0.14249973,0.26355547,-0.091017395,-0.05122851,-0.10131737,-0.111632995,-0.12190587,-0.17011042,-0.15921147,-0.0050760526,-0.015384126,0.020369407,0.099659264,0.069634825,-0.05577162,-0.0977774,0.2170508,-0.25990838,-0.11392824,-0.2302153,-0.010507991,-0.13524988,0.079244114,-0.18923053,-0.02887004,0.046126798,-0.027652495,-0.08341965,-0.09516603,0.009932439,0.13589016,0.04596212,0.057349287,-0.08428404,0.17590657,0.014817974,0.270072,0.16361997,0.28679115,0.115585536,-0.14225005,0.04248862,0.17316656,0.1592491,0.07514948,-0.025468025,-0.23852272,0.16835454
Combining Like Terms,0.18851559,0.028127434,0.24733663,0.032598324,-0.033996955,0.10825576,0.15960039,-0.07669974,-0.0590185,-0.1422257,0.039181925,0.3313355,0.14129357,0.0027821625,0.004885673,-0.25999045,-0.060209822,-0.30855623,0.26056853,0.11237499,0.013904486,0.09279309,-0.15420394,0.07620363,-0.09405021,0.1173557,-0.12070946,0.028496116,-0.014953462,-0.12182859,0.004007055,0.04356942,0.10819289,-0.008572807,-0.2927849,-0.059991673,0.042864844,0.09202865,-0.37364236,0.056714132,0.06276475,0.14300554,0.098686464,0.12844285,0.027961189,-0.09749236,0.117132224,0.064597964,0.12626413,0.11346289
Complementary and Supplementary Angles,0.09220689,0.13924241,0.07330834,-0.16544731,-0.0020488398,0.026996216,-0.036039818,-0.098960355,-0.059439268,-0.3658945,-0.25968328,0.25845098,0.1579323,-0.07262224,0.13263659,-0.011719889,0.1517488,-0.046395324,0.03822785,-0.26726326,-0.23673786,-0.06484272,-0.010602884,-0.038923927,-0.0719771,-0.14115128,0.1115423,0.12431398,-0.17638569,-0.16188449,-0.051319733,-0.1801506,0.13912317,0.07154884,0.2154589,0.052890755,-0.14750238,-0.03465225,0.08923694,0.14960532,0.2122997,-0.05533474,0.21129182,-0.04549064,0.11934896,-0.07790488,-0.12135383,-0.007197821,-0.19634731,0.08428642
Composition of Function Adding,0.2170072,-0.017105145,0.06673904,0.030968282,0.039128702,0.11381988,-0.44661927,-0.02303702,0.17708682,0.088904366,0.14221509,0.15178636,0.027240438,-0.065070935,-0.14551668,-0.04355298,0.18519731,-0.10952029,0.081203006,-0.04560982,0.1610391,0.04133479,0.06837178,0.16702436,-0.20879214,-0.13806328,0.13794672,0.09367965,0.052585088,-0.0231061,-0.07074064,0.18797396,-0.043340128,-0.039860934,-0.15237641,-0.13386977,0.08227514,-0.33389154,0.106188916,-0.2665561,0.016616747,-0.05498446,-0.022836305,0.10613799,-0.021575622,0.21210602,-0.055478495,-0.13633816,0.17359777,-0.12381639
Computation with Real Numbers,0.23286314,0.016987756,-0.019367453,-0.130547,0.08249436,-0.07912241,0.2079804,0.18958665,0.23952566,0.1477187,0.055739354,0.003146819,-0.05622803,-0.08355522,-0.0051464667,-0.14959273,0.030538311,0.22172777,-0.071706265,-0.1519891,-0.17625087,-0.09777145,-0.015237207,0.20531814,0.09575082,0.17965947,-0.19821365,-0.046761367,-0.05085509,-0.022135513,0.0700271,-0.054902334,0.11695144,0.004385024,-0.11802603,0.18492359,-0.09209937,0.012913615,-0.108499266,-0.08917509,0.12690458,0.096908145,-0.16770014,-0.10201571,-0.14633584,0.26971462,0.16055436,-0.0024020474,0.11122119,0.42325407
Congruence,-0.13286074,-0.068618275,0.12411607,-0.3107291,-0.08624858,0.10607264,0.0063191187,0.11597624,0.064692184,0.08021719,-0.2208856,0.17369843,0.1549565,0.044535913,0.060653664,0.13130909,0.15301721,-0.14689493,0.13402729,-0.4409774,0.065535635,0.028221987,0.19851355,-0.023822999,-0.18992297,-0.0609004,0.121375814,-0.076400235,-0.04952847,-0.083230555,-0.117033236,-0.2919146,0.053200413,-0.03429733,0.20229785,0.09700255,-0.022885954,-0.054614954,0.081250675,0.14229162,0.11999193,-0.26106635,0.019746339,0.0029817403,0.11554813,-0.0053281295,-0.08443139,-0.18000469,-0.07261419,-0.0070603485
Conversion of Fraction Decimals Percents,-0.045500163,0.0381002,-0.17399693,0.086427234,-0.006086777,0.046523087,0.05495086,-0.09754502,0.009168769,0.11607828,0.29583225,0.037917007,-0.016793232,0.036761478,-0.2257482,0.089257725,0.28442004,0.08350187,-0.12858598,-0.19368213,-0.15812257,-0.15487579,-0.07303886,0.014494084,-0.34380886,0.22110105,-0.10155616,0.01011528,-0.025078662,-0.059715487,0.19858067,-0.15933114,-0.35123292,0.07364338,0.20454246,0.028272547,0.0323355,0.012160008,-0.07773049,0.08171824,-0.28686878,-0.040370688,0.021379912,-0.021996388,-0.024957458,0.12221377,0.10296155,0.076580375,-0.04783944,0.18285538
Counting Methods,-0.1501005,0.28089303,0.37389553,0.05719579,-0.052877057,-0.11354538,0.19405851,-0.0006424124,0.092734724,0.09090326,-0.16530164,-0.03760831,0.09336963,0.32718766,0.07112353,0.15377872,-0.08191816,0.053237356,0.0609087,0.09445558,-0.03026245,-0.01818256,-0.120983325,-0.25500083,0.17465957,0.088715866,0.24935824,-0.0098808445,0.044430017,0.02971495,0.06552948,0.018824024,-0.017214205,0.17768602,0.07121547,-0.02310975,0.0896963,0.22836587,0.034827862,0.06079843,-0.06146876,-0.14030075,0.14805235,-0.26729575,-0.15734844,0.19544129,-0.12308272,-0.036970757,-0.00427346,-0.04392907
Definition Pi,-0.06637408,-0.1689531,-0.019430278,0.19737011,-0.08111051,-0.180117,-0.049907435,0.038797427,-0.08684869,-0.41436797,-0.101974964,0.24820018,-0.035995673,-0.12550981,0.13968512,0.028994638,0.0056949365,0.27312866,0.006705058,-0.20902063,0.04935997,-0.2780812,-0.15454069,0.12522708,-0.14565763,-0.020763982,0.2980773,0.023047565,-0.11956486,0.05112698,-0.12499746,-0.11604143,0.110557765,0.15686451,-0.11910685,0.23403549,0.019290809,-0.096403345,0.179973,0.038453702,-0.15744974,0.03691898,0.081533864,0.043785922,0.033546235,0.0073079136,0.051893823,-0.01812265,-0.10772825,-0.03848444
Distributive Property,0.09550058,0.15080182,0.14423832,-0.15854594,0.06679301,-0.015398459,0.14127342,-0.04146125,0.06014641,-0.11693577,-0.03206937,0.16067876,0.12163626,-0.19636229,-0.07393232,-0.07409219,-0.008956187,-0.1572645,-0.0914418,0.22194336,0.080826454,-0.015413401,-0.15722866,-0.013878038,0.24029392,-0.07012106,-0.29706502,0.054952085,-0.08180724,0.06274804,0.05340614,0.18920863,0.14381991,-0.3934707,-0.20980181,-0.035816476,-0.061926637,0.107025966,-0.21685909,0.031103691,-0.010784318,0.20837677,0.06906768,0.24498688,0.19504358,-0.073352076,0.15067908,-0.056951392,0.009088634,0.09046374
Divisibility Rules,0.1485844,-0.0038168964,-0.093424745,0.06432463,-0.047711458,0.015182195,-0.23944592,0.25125843,0.05513072,-0.093136765,0.21430124,-0.30644658,-0.0014659002,-0.020527733,-0.06271027,0.016929103,0.014899785,0.0722063,-0.12929018,-0.048967484,-0.02667915,-0.08002384,-0.110970035,0.02145769,-0.18257652,0.25084072,-0.29025388,-0.17656875,-0.018652983,0.25767058,0.051839616,-0.0342506,-0.14479999,0.08796392,-0.18180399,-0.08153757,0.12063165,0.13859043,0.08068715,0.11371229,0.043984335,-0.13342583,-0.039582405,0.16168478,0.14675666,-0.18261583,0.3565438,-0.008430909,0.031192373,-0.08397831
Division Fractions,0.1458189,-0.09866198,-0.14702013,0.032616656,-0.041120633,-0.010557082,0.13990632,0.000558015,0.19849442,-0.11249042,-0.04166808,-0.11273642,0.03428204,-0.04554803,-0.16616364,-0.094468996,0.093674704,-0.15379062,-0.22741076,-0.036791917,-0.076710515,-0.083999224,-0.06893176,0.1324317,0.2855929,0.10090405,-0.2191524,0.11613314,0.24641237,-0.20123962,0.30983078,-0.22304514,0.13863608,-0.09362061,0.20473967,0.06190406,0.014217978,-0.11389929,0.22224092,0.199213,-0.06405932,0.074264795,-0.070322566,0.08190434,-0.064835854,0.15771256,0.21550545,-0.06670543,0.10887511,0.09291903
Division Whole Numbers,-0.034962967,-0.24666561,0.024313014,0.009353213,0.117624246,0.07064623,0.027106186,0.12831399,0.004743461,-0.019529933,-0.06463785,0.014876421,-0.13203497,0.0024321035,-0.15735705,-0.29080576,-0.09377566,0.24434184,-0.27451718,-0.084345475,-0.2050019,0.22045566,0.0452829,0.2722937,0.14579804,0.13471499,0.15316118,-0.13818039,0.1379268,0.029551724,-0.21005559,0.09360127,-0.13598906,-0.05738918,-0.15646438,-0.034101695,0.13944745,0.23207672,-0.22536041,0.052817322,-0.066964574,-0.1278865,0.15096784,-0.21754703,-0.026688537,-0.010941726,0.08110597,-0.10598733,0.07078353,0.09057296
Effect of Changing Dimensions of a Shape Prportionally,-0.14990982,-0.07797008,-0.17745915,0.051895916,0.37026075,-0.21280214,-0.024671242,-0.05784608,0.037367046,-0.13047831,-0.021390695,0.29110402,0.04677801,-0.068918824,-0.046921257,0.27779442,-0.14183187,0.09381691,-0.11024364,0.07078896,0.11068187,-0.040207468,-0.0483458,0.034914386,-0.026550477,-0.15261057,0.12956403,-0.17779385,-0.24377814,-0.2732512,-0.176588,-0.051167008,0.0664093,0.10411596,-0.07645345,-0.30434996,0.18202113,-0.11344481,0.0068338593,0.10012049,-0.07937358,-0.16774422,-0.075311825,0.062623054,-0.07432159,-0.017477417,0.026040865,-0.11835725,-0.10162688,-0.111959316
Equation Solving More Than Two Steps,0.067422725,0.080376655,-0.04052973,0.055316474,-0.10027083,0.04524086,0.24424818,-0.08337992,0.0818483,0.04935097,-0.014869341,0.040143713,-0.06774136,-0.104014516,-0.17840397,-0.009033717,-0.13422622,0.06811213,0.25135744,0.19027072,0.35933807,0.32790402,0.06305781,0.053335756,-0.056205127,-0.16923515,0.034724116,0.10020409,0.129271,0.09551969,0.020444823,-0.04522121,0.17856584,-0.09145376,0.017105587,0.0762402,-9.906454e-05,-0.15563092,-0.26772553,-0.065057404,-0.22116756,0.24191333,0.17577127,0.27610067,-0.0119288275,0.035035573,-0.16431852,-0.07919053,0.09142689,0.07998003
Equation Solving Two or Fewer Steps,0.013952939,0.010707948,0.07372998,0.034178883,-0.21947461,-0.037796434,0.23365623,0.030946255,0.13680424,0.23490044,-0.16340657,-0.19907516,0.1808928,-0.22387764,0.047754854,-0.15363914,0.01227584,-0.017356817,0.2333685,0.101469226,0.08179764,0.10294277,-0.19930813,-0.030437613,-0.00478433,-0.2168351,-0.16525532,-0.13861886,-0.1367443,-0.04438432,0.14970729,0.034433655,0.13516769,-0.123581104,0.06318155,0.09486077,-0.073189266,0.044498812,-0.4020168,-0.11106375,-0.05820143,-0.035270948,0.00055625703,0.1632959,0.22577679,-0.0031206736,0.25582844,0.0071901996,0.04711045,-0.013334936
Equivalent Fractions,0.14270277,-0.11511494,0.010501031,-0.19771351,0.004482304,0.07152229,-0.24341413,-0.11415421,0.06752441,-0.0147709735,0.013052858,0.07842234,-0.03420591,-0.20404065,-0.11054515,0.06022423,-0.012513103,-0.01786488,-0.014917874,0.007767395,-0.25492004,0.07818167,0.14534709,-0.28785443,-0.06947738,0.1815321,-0.096308134,0.006975954,0.2143012,0.03626855,0.015353362,0.10616804,-0.30412528,0.019038962,0.000660084,-0.19481875,-0.002937356,0.13990785,-0.12485664,0.17876092,-0.400484,-0.05723591,-0.046673216,0.1324709,-0.05753647,-0.1028913,0.24775133,-0.009053472,0.18050669,0.09515782
Estimation,-0.03848918,0.035180107,0.039123517,-0.070193954,0.12967405,0.020525552,-0.06743088,0.13601525,-0.25116238,0.19903944,0.2683084,0.1461733,-0.01942803,0.05904005,0.030547332,-0.24728297,-0.1656113,0.32362807,-0.07176632,-0.010828058,-0.2723887,0.32832637,-0.09089394,0.02772843,0.19348358,-0.15572698,-0.073700905,-0.18282822,0.057621624,-0.050999157,-0.2538525,-0.21421604,-0.083636634,0.077621326,0.13146387,-0.001987882,0.20384242,0.08455792,-0.030875308,0.05154697,-0.041652944,0.051641032,-0.021219,-0.038035505,0.15145195,0.082281545,0.018450998,0.09968765,0.11102897,-0.045364503
"Expanded, Standard and Word Notation",0.11817044,-0.23234726,-0.10389989,-0.017906107,0.086376555,-0.13358891,0.056069735,-0.16275445,0.28993392,-0.061534338,0.09150935,0.09481553,-0.4294195,0.099601336,0.085567206,-0.11786462,0.13010935,0.122701354,-0.10711564,0.14886639,-0.055984695,0.2008036,-0.18142594,-0.19115081,0.022607783,0.004709508,-0.0074723135,-0.010992164,-0.009133599,-0.027799375,-0.13888887,0.059289962,-0.2591975,-0.07674316,0.14513457,0.24551448,0.25231266,0.07526784,0.10009345,-0.036285136,0.14111125,-0.049431767,0.06917097,0.01941418,-0.18952318,0.10176456,-0.02205288,-0.11002596,0.008986799,-0.14423868
Exponents,0.2354704,-0.21578676,-0.00032208898,-0.04982505,-0.17369509,-0.07129493,0.13403602,0.16361372,0.12646787,0.0009969929,0.03443966,0.20093308,-0.29020846,0.033763345,-0.1218473,0.02307658,-0.027888907,0.25231114,-0.04893353,0.23554045,-0.12883592,0.23650937,0.016381772,0.05753041,-0.068446405,0.03219822,-0.056460347,-0.023742009,-0.21024652,0.04955027,0.1589816,0.16966708,-0.06388489,-0.09808314,0.035457227,0.19690731,0.22986296,0.083173566,0.057071898,0.09246482,0.024466004,0.014577166,-0.06888673,-0.14699998,0.21089193,-0.11975758,0.18332604,-0.2007395,0.15135902,-0.20127966
Factoring Polynomials Standard,0.17317358,0.11546952,-0.23559377,-0.05916844,0.026029054,0.13373339,-0.11002617,0.028202683,0.042404123,0.0024273335,-0.05660223,-0.038862582,0.09866971,-0.045559008,0.112221494,0.2122278,-0.15691873,0.05141603,-0.17422523,0.11227047,0.050114863,-0.1793917,0.3419334,0.020230422,0.06355794,0.09285022,0.02894805,-0.0622568,-0.12705812,-0.064106025,-0.042986795,0.044766013,0.3458571,0.029055048,-0.0064022443,0.0012972256,0.14051639,-0.015904093,-0.11329731,-0.17488754,-0.2981777,0.20661074,-0.055173256,-0.14746372,0.1161227,0.32463065,-0.13886097,-0.15486464,-0.1330914,-0.07974391
Finding Percents,-0.21948601,-0.15357311,0.1820727,0.13883695,0.18346472,0.12941477,-0.15475553,-0.10947188,-0.104155906,0.02235481,0.22156775,0.07892661,0.019953627,-0.04827988,-0.079033025,0.279562,-0.0038473385,-0.006310646,0.06254423,-0.17569081,-0.06866808,0.108457774,-0.13363269,0.26821145,0.15957466,0.20754181,-0.09257599,0.034661237,-0.011073522,0.24430239,0.3154773,0.023012685,-0.12572399,-0.11794729,0.011206682,0.052425273,-0.05420768,-0.1636146,-0.093115225,-0.100963324,-0.15343514,0.008381964,0.009363044,0.041484557,-0.19494705,0.15053236,0.022340517,0.22747032,-0.082158335,0.17364927
Finding Slope From Equation,0.056632552,-0.050811213,0.24325474,-0.025016014,0.04879596,0.30945507,0.116779655,-0.052728273,-0.11804911,0.15518163,-0.108564734,0.038089767,0.04941077,-0.09334052,0.2487746,0.13193922,0.12198963,-0.20528041,-0.14870794,0.12392871,0.07633161,0.1350202,0.007926995,0.0731949,0.13173746,-0.15619957,-0.07977198,0.049077645,-0.024614887,0.069143906,-0.09753653,0.00015553326,0.016725285,0.03752612,-0.2161049,0.04249063,-0.07915214,-0.10664784,-0.017895663,-0.1397022,0.06687823,0.03755654,0.052966915,0.4580809,-0.05708473,-0.21096309,-0.31690764,0.05247926,0.06523677,-0.16537236
Finding Slope From Situation,0.18822107,-0.1524434,0.14261,0.05428159,-0.05057647,0.14725909,0.06282244,0.25981832,-0.061873253,0.06512603,-0.099440895,0.27274588,0.16218895,0.03405319,0.31763497,0.094673745,0.05595571,0.030854486,0.028923973,0.026998889,0.23781174,0.017869929,0.16580516,0.03193921,0.20128077,-0.1735282,-0.023423564,-0.01147246,-0.08319993,0.104688406,0.0064909332,0.08421444,-0.0019274653,0.030163433,-0.24390797,0.013644725,-0.17015845,-0.17290059,0.058058403,-0.1532073,-0.032029882,0.06363991,-0.16536532,0.30317327,-0.087686084,-0.003600383,-0.27613142,0.15328136,0.122281,0.11096489
Finding Slope from Ordered Pairs,0.04095515,-0.018848343,-0.014580602,0.048150387,-0.09506569,0.12268922,-0.052921485,0.25277168,-0.11993414,0.22811438,-0.08561388,0.20120886,0.20321782,0.012387461,0.1955951,0.1826941,0.16994761,0.04478573,-0.08951835,0.030837169,0.27674225,0.13071962,0.07100982,-0.1528931,0.19617102,-0.09785839,0.028267192,0.01942072,-0.03881715,0.20198,-0.10085336,0.1157409,-0.081866965,0.0063664317,-0.1737266,-0.062232304,-0.16173744,-0.089944504,-0.11432864,-0.053759255,0.13636307,0.11660572,-0.014465709,0.30368698,-0.08270301,0.0145672215,-0.37233934,0.086329795,0.120529145,0.13030207
