skill,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Choose Graphical a in V problem,-0.07966081,-0.07520375,-0.016739374,-0.08107842,0.0054976568,-0.023165189,0.012071128,-0.13433053,0.034498822,-0.061226606,-0.29874873,-0.011716844,-0.03196922,-0.0652535,0.019168973,0.20588188,-0.07107954,-0.0451574,-0.102191865,-0.11539048,0.015428989,-0.0015590824,-0.11530867,-0.22477469,0.13926683,0.30341762,0.02319198,0.0360858,0.07290578,0.014083219,-0.14983886,0.16539897,-0.11108267,-0.18132226,0.14529893,-0.14935437,-0.24629472,-0.013415571,-0.05921462,-0.35124314,0.04650885,-0.064904206,0.052756216,-0.23051153,-0.064927846,-0.25675744,0.21498482,0.25955403,0.18267043,0.027413517
Choose Graphical h in A problem,-0.08367144,-0.057924706,-0.030236706,-0.05038444,-0.0041844915,-0.027144725,0.08958006,-0.1611317,0.06555107,-0.11113207,-0.24450389,-0.019217407,-0.016186964,-0.06800104,0.037739333,0.23018806,-0.15963066,-0.028355204,-0.0084901815,-0.102195576,0.04500572,-0.006760713,0.08990321,-0.14269017,0.053202435,0.29561758,-0.023499975,0.058570042,0.16893403,0.047452,-0.13210458,0.11981228,-0.1788644,-0.21929274,0.09811942,-0.2535819,-0.26689962,0.0035283528,-0.060609195,-0.3586783,0.028034197,-0.016320344,0.07028007,-0.12637073,-0.05385277,-0.1951842,0.2626904,0.27476832,0.16141005,0.011705146
Choose Graphical h in G problem,-0.07737284,-0.032301,-0.019687427,-0.06626758,-0.028908622,-0.02242753,0.09825032,-0.19541788,0.037264396,-0.12902458,-0.26739737,-0.039996948,-0.045813754,-0.08061403,0.060355224,0.20726682,-0.17382793,-0.0026387884,-0.032662183,-0.079710834,0.040737472,-0.017959194,0.09840312,-0.13752896,0.058746498,0.2611911,-0.038573034,0.050135475,0.19561565,0.021565929,-0.11855653,0.15436283,-0.14775722,-0.168165,0.10811711,-0.27519518,-0.28829074,0.0048176036,-0.014123473,-0.35976997,0.024170177,-0.04575226,0.04845845,-0.14158452,-0.08165781,-0.23151182,0.23998804,0.24729435,0.13035938,-0.027957214
Choose Graphical h in N problem,-0.12272253,-0.06564744,0.00043767988,-0.11311603,-0.09896736,0.002905547,0.07164287,-0.2024109,0.042767633,-0.09966862,-0.24555717,-0.03382903,-0.08335984,-0.0039498354,-0.009801407,0.24354635,-0.19815075,-0.023540799,-0.01158926,-0.10332052,-0.021846682,0.04077689,0.068337955,-0.10916099,0.08737437,0.2588392,-0.036169063,0.0286534,0.19892599,0.006809598,-0.16231114,0.11985987,-0.09757803,-0.16118643,0.053754795,-0.2418408,-0.28937873,-0.010620937,-0.0127264485,-0.34919423,0.018191107,-0.10041525,0.040510803,-0.19898865,-0.1146238,-0.17868376,0.20070343,0.28867882,0.1456972,-0.0388525
Choose Graphical h in V problem,-0.07397843,-0.05269674,-0.0066744736,-0.05329311,-0.029272703,-0.05422657,0.10164797,-0.2014968,0.021873891,-0.14321712,-0.26210213,-0.04774412,-0.028559988,-0.071821466,0.0097346315,0.23394474,-0.16915697,-0.03445735,-0.0041797236,-0.101146474,0.048430137,0.002156463,0.08041357,-0.1283593,0.07603803,0.2746308,-0.049189497,0.021915961,0.19283171,0.045901198,-0.123925805,0.15336592,-0.17961529,-0.17353596,0.07969279,-0.28441247,-0.23252851,-0.039728932,-0.07752797,-0.3489653,0.04196759,-0.025590822,0.05023004,-0.18522047,-0.06156682,-0.21035102,0.2066552,0.26929066,0.13473949,-0.006180954
Choose Graphical k in A problem,-0.0635322,-0.12663342,0.048938558,0.026917595,-0.036589056,-0.13542046,-0.12699924,-0.14352432,-0.054054886,-0.082639135,-0.035156727,-0.25515518,-0.14226544,-0.11920681,-0.066709876,-0.00494356,-0.15513483,-0.05217535,-0.16521937,-0.15182252,0.0942332,-0.03773916,-0.17775165,-0.1593059,0.11416844,0.2063855,-0.17727493,0.09535016,0.21113719,0.1923412,-0.04958193,0.18458176,-0.16064368,0.030061146,0.11777652,-0.25283626,-0.14937992,0.047079004,0.09050034,-0.19787654,0.027805442,0.11574348,-0.05225926,-0.22166362,-0.21566659,-0.1656425,0.14174853,0.055974286,0.32684937,-0.01723068
Choose Graphical k in G problem,-0.10112159,-0.1762548,0.0380968,0.03666353,-0.033328675,-0.11610809,-0.12635669,-0.12437469,-0.0006940103,-0.029675294,-0.035268728,-0.24531119,-0.10404135,-0.17811084,-0.05991237,0.020502692,-0.09383039,-0.10876614,-0.17071415,-0.15053216,0.095966145,-0.026411658,-0.1864258,-0.1899039,0.0852437,0.23829433,-0.1424057,0.10966165,0.14326084,0.14061171,-0.07153106,0.20676927,-0.1775646,-0.0036773907,0.07662901,-0.23556393,-0.15267602,0.06147531,0.11811605,-0.20479435,0.008616265,0.0937121,-0.045647804,-0.2313634,-0.21541645,-0.18300149,0.1424176,0.044461217,0.34734398,-0.0136086205
Choose Graphical k in N problem,-0.10089708,-0.056176707,0.016081695,-0.049623273,-0.13208248,-0.048864555,0.061229058,-0.19482441,0.022368643,-0.10973158,-0.2671369,-0.0054593906,-0.051637296,-0.025267852,0.040804096,0.22706044,-0.16327295,-0.039710056,-0.03169935,-0.07324646,0.021818744,0.005575306,0.024808785,-0.16566786,0.043008603,0.2673448,-0.020764926,0.07114924,0.1734614,0.020357538,-0.18281874,0.14311095,-0.090363614,-0.14820169,0.06288541,-0.22725551,-0.28268144,-0.0048948727,-0.025233867,-0.34406134,0.021302404,-0.09497598,0.0454664,-0.21688712,-0.10886523,-0.18814778,0.21457478,0.3119169,0.1460521,-0.019305335
Choose Graphical k in V problem,-0.09018079,-0.15096918,0.03138555,0.014929862,-0.0545468,-0.11002994,-0.057041302,-0.15943164,-0.020987485,-0.049300056,-0.09557464,-0.18628332,-0.095562026,-0.13732885,-0.060763605,0.07753877,-0.102801435,-0.077449836,-0.12570325,-0.15740776,0.0776097,-0.02316228,-0.19828719,-0.23994501,0.1321428,0.2805307,-0.122828394,0.08370357,0.1309609,0.1163774,-0.08109293,0.20794143,-0.18156819,-0.030839931,0.08444714,-0.2755138,-0.1432952,0.032163344,0.042216413,-0.25140944,0.011742803,0.07676029,-0.04648363,-0.2118089,-0.15423976,-0.19508223,0.14863579,0.11644886,0.35498136,0.016505888
Choose Graphical refl-v in A problem,-0.07877744,-0.070964634,0.013733774,-0.079438396,0.006118006,0.00034951992,-0.02566498,-0.14357027,0.033519905,-0.07101003,-0.29004163,-0.05380941,-0.049779776,-0.08694228,0.02665764,0.20812936,-0.08287195,-0.05422782,-0.10488121,-0.12329865,0.02006481,-0.0042069834,-0.07538329,-0.19087638,0.13329463,0.3117312,-0.0046159136,0.04418383,0.08296605,0.0007935586,-0.13547158,0.17041115,-0.09145537,-0.1703499,0.15381092,-0.1522832,-0.2592006,-0.013460934,-0.03053091,-0.35907784,0.0019496531,-0.061684787,0.061076924,-0.22445136,-0.08040996,-0.27296424,0.24090582,0.22698583,0.18383968,0.015601852
Choose Graphical refl-v in G problem,-0.07043991,-0.09168441,0.014426387,-0.06543206,0.02179694,-0.0078089153,-0.02194113,-0.14592472,0.021393582,-0.02837684,-0.28542235,-0.004651595,-0.04652412,-0.072670974,0.044975214,0.20886128,-0.05617246,-0.07202073,-0.12695323,-0.1195633,0.01954581,-0.025176138,-0.117074445,-0.23230137,0.14210185,0.29947358,-0.003603967,0.035096463,0.07511206,-0.000497431,-0.1194315,0.1849539,-0.08566718,-0.15982533,0.15335384,-0.12613651,-0.25387523,0.002357146,-0.043949585,-0.3677993,0.035202302,-0.094611555,0.045821413,-0.21599339,-0.0655781,-0.26853043,0.225326,0.23912562,0.18198882,0.030170785
Choose Graphical refl-v in N problem,-0.09202847,-0.018110815,0.019746402,-0.16545139,-0.11153224,-0.010905772,0.033163775,-0.17284846,0.06444173,-0.12614322,-0.26564068,-0.030558983,-0.08828115,-0.030007116,0.0369676,0.16901305,-0.20132764,-0.001983808,-0.044951815,-0.10549611,0.013258743,0.06495434,0.083551355,-0.098225094,0.06897607,0.24560192,-0.034447633,0.026367793,0.23622252,0.004124998,-0.17522408,0.111657985,-0.10029776,-0.14643686,0.06334907,-0.25660095,-0.2970982,0.0034416965,0.008193623,-0.38422418,0.06525173,-0.08594256,0.043333046,-0.19140936,-0.1383681,-0.18892156,0.17189562,0.2382333,0.13812378,-0.03662989
Choose Graphical refl-v in V problem,-0.07639908,-0.067936726,0.0031225625,-0.08908283,-0.010913669,-0.012967609,0.02805524,-0.15490751,0.03526335,-0.078047305,-0.30390376,-0.005230339,-0.047951207,-0.050233994,0.018906021,0.22217722,-0.0729201,-0.03700817,-0.088288225,-0.13720548,0.018498007,0.007898628,-0.10185008,-0.22487624,0.13531837,0.29389536,0.011583212,0.039688125,0.0802684,0.0017361777,-0.13464423,0.14751737,-0.1260344,-0.1780077,0.12243141,-0.16583638,-0.2586891,-0.003710854,-0.058812495,-0.35444844,0.050119434,-0.077295735,0.04954334,-0.19997008,-0.0717237,-0.25181082,0.22306353,0.26048404,0.17634177,0.024622288
Choose form of compound inequality,0.12435721,-0.15601812,-0.06942754,0.2002953,-0.14910601,-0.045208745,-0.28467825,0.124908075,-0.14811713,0.038583808,0.023541154,0.0556025,-0.0059480383,-0.09682194,0.105855726,0.2042951,0.20402957,-0.066816956,-0.101217076,0.21693684,-0.04978921,-0.043829653,0.013685929,0.026301524,-0.051026072,0.004975599,0.18152903,-0.190469,-0.2320242,0.07927505,-0.17926458,0.26992488,-0.18825887,-0.14965789,0.02289857,-0.13946849,-0.032808956,-0.15413226,-0.014222905,-0.04179369,0.039873645,-0.18072444,0.14189315,-0.24456039,-0.016092133,-0.04575619,-0.054644655,0.11271721,0.3494893,0.016706612
Choose mean,-0.22952352,0.042985775,-0.19983721,-0.037607633,0.106653936,-0.1400396,0.08716741,-0.18556294,0.13134171,0.28345993,-0.053533565,0.06740126,0.07429219,-0.12433834,0.17794481,0.10122778,0.24045005,0.1404829,0.04343086,0.00034713975,0.21021764,-0.28364307,-0.12674019,-0.123163335,0.22532728,-0.009905016,0.18790649,0.10886028,-0.04460183,0.025779884,0.019948767,0.12944233,0.050572496,-0.17035158,0.14846806,-0.011566682,-0.14736205,-0.24444808,0.060460806,0.014968191,-0.21591713,0.08791806,0.07856972,0.16076376,-0.05612953,0.07560287,-0.0935308,0.16895746,-0.022548119,0.19470727
Choose median,-0.22891991,0.053783964,-0.19248739,-0.027959658,0.12442087,-0.15752324,0.1028508,-0.20276055,0.102261186,0.2898455,-0.032481175,0.07946046,0.083095305,-0.10496519,0.17218147,0.10657017,0.22722192,0.15531577,0.041457884,0.028574089,0.22125906,-0.25687295,-0.122669585,-0.11631011,0.23457202,-0.0022084732,0.1996366,0.09897452,-0.022692222,0.039958622,0.039856352,0.11849864,0.06404321,-0.1565067,0.13424948,-0.01624679,-0.14807892,-0.24653918,0.07150622,0.014090726,-0.22112618,0.08248896,0.060417518,0.18181318,-0.061284807,0.07501921,-0.11177517,0.16211578,-0.0077672116,0.18538518
Choose mode,-0.23978372,0.032860886,-0.1968458,-0.022457898,0.115918286,-0.15472934,0.09690379,-0.20242189,0.12917337,0.286158,-0.030288726,0.078193136,0.06973897,-0.09957476,0.1584482,0.102716945,0.23324999,0.15551874,0.043348894,0.015283325,0.22430065,-0.27060342,-0.12226214,-0.12558629,0.23803239,-0.010194243,0.2035311,0.11100736,-0.015322082,0.034296416,0.03867915,0.12449531,0.067393936,-0.15574926,0.14999741,-0.018371252,-0.1384157,-0.2425588,0.066359684,0.022214293,-0.19571026,0.11148543,0.056075912,0.16740456,-0.06931316,0.08951473,-0.10552244,0.14641756,-0.0057000713,0.18072203
Choose non-perfect square,-0.008451249,-0.06960172,-0.013718637,0.10364176,-0.04838007,-0.12835874,0.13636836,-0.20670411,0.025311071,0.102246314,-0.054309864,-0.091604434,-0.024823068,-0.24633242,0.001372191,-0.022465143,-0.016488522,0.021740938,-0.027786471,0.03602131,0.125325,0.032615103,-0.10861008,-0.0858542,0.1077136,0.14681514,0.12690257,0.14484951,-0.107491344,0.21251602,-0.15434474,0.02606371,-0.0036798026,0.11467517,0.03496026,0.3379777,-0.24188323,0.13153422,-0.019679429,-0.4121349,0.021378249,-0.03146415,0.018902708,0.2712758,0.13040835,-0.10283907,-0.1665925,0.21546616,0.027517237,0.2774604
Choose operator in fractional identity,-0.013129357,-0.13797612,0.058417276,-0.06970987,0.008212538,-0.14955121,0.12684788,0.05917326,-0.17598937,-0.10331303,0.068809494,-0.06443394,-0.2502676,0.041419197,-0.09336463,-0.12993504,0.10651055,0.14306712,0.14649591,-0.08990075,0.069163986,0.06991925,-0.15841787,-0.052780394,0.19026497,-0.1718626,-0.16179712,-0.27184308,-0.22538829,-0.1044726,-0.13495655,0.031153,0.028339092,-0.23802258,-0.27112958,-0.05990415,-0.06441971,-0.08106306,0.19879,-0.33899224,0.020347316,-0.017832512,-0.15577126,0.18054868,-0.21158546,0.10838108,-0.033776466,-0.08626551,0.1344946,-0.06241768
Choose table size,-0.14333367,-0.124519795,-0.07063073,-0.11243735,-0.0020902616,0.06555289,0.07404761,0.103224635,0.1777088,-0.03542296,-0.13240927,-0.08207152,0.12588477,-0.125518,-0.056321744,0.06677836,0.33924472,-0.14984207,-0.045224093,0.04219959,0.24496351,-0.08905549,-0.031443547,-0.435656,0.20021018,0.25086734,0.060223877,0.06449794,-0.10906599,-0.0627588,-0.15634702,-0.046137962,-0.16279097,-0.20590277,0.04522237,-0.13710235,-0.024954766,-0.09847066,0.04173939,0.05326381,-0.1908167,-0.040622894,-0.17410442,-0.13427149,0.08109931,-0.13117842,0.13188884,-0.11766686,0.15532885,0.07778349
Classify equation as having no solution,-0.05035241,-0.13791662,-0.04465017,-0.12604663,-0.18447286,0.056965664,-0.10895142,0.07993206,0.23417416,-0.05941174,-0.26488465,-0.3356247,0.032672063,0.02919876,0.22055233,0.29066217,0.006601861,0.057903796,0.10812348,0.038123064,-0.08202833,0.029591938,-0.15935104,-0.021704033,0.06028878,0.13500217,0.24333294,-0.1704244,-0.032691803,0.05891762,-0.2167009,-0.06859441,0.099682055,-0.09726022,-0.0860705,-0.388238,-0.013948342,-0.20959136,-0.039511994,-0.10935131,-0.011800137,-0.13741633,0.10119052,-0.007729481,0.0044696247,0.061078332,-0.17299786,0.11500449,0.031165134,-0.01013597
Classify equation as having one solution,-0.06724272,-0.15692772,-0.0003670191,0.04802874,0.059892215,0.049180858,-0.1786986,-0.09950863,0.23457672,0.01362249,-0.0965304,-0.23380183,0.044488803,0.20868939,0.09734873,0.28560492,-0.014827241,-0.0241654,-0.033896275,-0.054588534,0.012096275,0.0808469,-0.18681927,-0.10080642,0.058906708,0.0011330917,0.10530129,-0.184693,0.10546335,-0.09806931,-0.28785414,-0.021953482,0.2220334,0.011466065,0.056345493,-0.46392018,-0.02802573,-0.1812537,-0.10744388,-0.2257486,0.014837802,-0.093525514,0.12557559,-0.046318676,-0.021352448,0.048920203,-0.046528682,0.1625899,-0.18183467,-0.011599674
Classify equation as having two solutions,-0.02019304,-0.20277211,-0.0019016139,0.08451231,0.13031794,0.040488202,-0.32804587,-0.24732885,0.20988446,0.075658396,-0.06853958,0.056400374,0.048391826,0.25364426,-0.027757455,0.20012829,0.0803809,-0.047629822,-0.121648334,-0.05506835,0.005146478,0.03806913,-0.15583965,-0.02130344,0.05232137,0.050741173,-0.08068712,-0.29061285,0.11754836,-0.09476235,-0.18983196,-0.03443428,0.14469936,0.17471273,0.26265773,-0.2710236,-0.06687898,-0.1316217,-0.15210709,-0.099649645,0.09420828,-0.14853685,0.15907675,-0.15055776,-0.04264514,0.036823727,-0.10424391,0.0566563,-0.2106739,0.019481245
