skill,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Calculate total in proportion with fractions,-0.03030852,-0.041123964,-0.1623971,0.052376103,0.05485862,-0.13983496,0.19552337,-0.06951256,0.17451486,-0.16759145,-0.16036557,-0.27785018,-0.03512443,-0.0403247,-0.01632041,0.20107289,-0.002963948,-0.11353596,0.249321,0.11497762,0.050419856,0.08142766,-0.09710814,-0.0012497699,0.15112112,0.17769763,0.14664328,0.032173738,-0.13506936,-0.15479687,-0.09392834,0.20098384,0.07086592,0.09556406,-0.009519175,0.24620737,-0.1532548,-0.046904296,0.113062285,0.077102415,-0.12839018,-0.3185136,-0.16874151,-0.0009936101,-0.048330676,0.2072047,-0.14396003,-0.22462796,-0.19877547,0.026854645
Calculate unit rate,0.14700216,-0.05578585,0.059652876,-0.13099924,-0.07193092,0.0062065143,0.25093457,0.032983027,-0.0019167191,-0.03988536,-0.105814524,-0.02968514,0.12023053,0.019344695,-0.043809846,-0.05572142,0.26869026,0.09160473,0.27696106,0.16792332,-0.00729756,0.106937066,-0.12713115,0.14918365,-0.252775,0.2073352,0.21616092,0.21075718,0.10917416,0.06121464,-0.03601582,-0.08807752,-0.17039323,-0.058153965,0.116448194,0.22374794,-0.016583743,0.16667618,0.045262568,0.18203336,0.059595685,-0.045892917,-0.16307314,0.053185053,-0.12451125,0.1476574,0.03368922,-0.030629575,0.04782604,-0.39697868
Changing axis bounds,-0.21846303,0.16910572,-0.14457612,0.19039938,-0.25396985,-0.009294966,-0.010772852,-0.07892302,-0.10461361,0.012213455,0.12676378,-0.14216775,0.032610152,-0.08946236,-0.170783,0.020807443,-0.039897345,0.11662384,-0.27174205,0.04857298,-0.027572244,-0.11504788,0.1637817,0.070062,-0.059007682,-0.23926388,0.06656244,-0.25324222,0.07666636,0.02533895,0.18420477,0.078928776,0.18019119,0.17560948,0.12133176,-0.19892494,-0.010417033,0.029121188,-0.09056975,-0.3648767,-0.16271687,0.13894159,-0.074220225,0.092103854,-0.06966953,-0.0052167154,0.020299613,0.12096797,-0.041158095,0.23487118
Changing axis intervals,-0.14740413,0.061549548,-0.06568671,0.18904647,-0.18033056,0.024437929,-0.061550386,-0.0501112,-0.154769,0.12485092,0.13438338,-0.107276514,0.118152596,-0.048475534,-0.1887774,-0.07419206,0.040451106,0.24543746,-0.3454446,0.03720099,0.03536285,-0.11475529,0.25035474,0.011284513,-0.14755449,-0.2672936,0.0914177,-0.20093459,0.15161724,-0.141748,0.16177018,-0.03725162,0.14657928,0.16188371,0.14162645,-0.1631868,0.037596148,0.07323338,-0.09241512,-0.2519737,-0.068925306,0.15728936,-0.078556724,0.11965097,-0.15362528,-0.033359084,-0.07222049,0.13706651,0.05773178,0.14434643
Choose Graphical a in A problem,0.025176434,-0.043558594,-0.05886414,-0.1659937,-0.34744015,-0.1544591,0.16590567,0.21560371,0.22681363,-0.1460172,0.004389263,-0.11108545,0.101850525,0.011335066,0.039125085,0.0205243,0.062034894,-0.0075395545,0.1838604,0.19225709,0.04899631,0.016294317,0.027577236,-0.12166103,-0.22839639,0.07344314,0.02299739,0.041276474,-0.14027967,-0.19051887,-0.044150658,-0.16956507,0.086908184,-0.11116935,-0.0887607,0.015548285,0.114687,0.0452999,0.351767,-0.12196101,0.2936671,0.0015644408,-0.29760453,-0.15269025,0.038462553,-0.07117584,-0.11586299,-0.012439534,-0.090564795,0.05114858
Choose Graphical a in G problem,-0.012984311,0.0017228251,-0.089184515,-0.114760704,-0.38225147,-0.14245656,0.12750961,0.24637836,0.20234977,-0.16838378,0.020598548,-0.14266023,0.10711106,-0.030746525,0.01254178,0.017104425,0.06545093,0.043514505,0.08122264,0.18945841,0.064601965,-0.025587013,0.0550876,-0.13825868,-0.26674446,-0.005635722,0.021162398,-0.03288172,-0.0995313,-0.17430651,-0.019124815,-0.15633121,0.14320102,-0.1305874,-0.10318435,-0.03972979,0.11192489,0.039524756,0.31103304,-0.18632647,0.2581365,0.015228956,-0.30891442,-0.13209389,0.05156509,-0.06351897,-0.10279284,0.02681039,-0.05242546,0.152091
Choose Graphical a in N problem,0.1564704,0.025435884,-0.09412297,-0.15928644,-0.43984842,-0.16159908,0.20464282,0.02785945,0.15838312,-0.069017954,0.047068223,-0.03809175,0.15882778,-0.08263154,-0.18433022,-0.053313583,-0.027709205,-0.060037177,0.19258839,0.19042358,-0.01656541,0.040950414,0.14753367,-0.022218753,-0.23978761,0.0706205,0.00320709,0.084579155,-0.118315354,-0.182028,0.004287562,-0.079623215,0.13417055,-0.01413005,-0.014478644,0.1005356,0.05476661,0.050489787,0.3201523,-0.21123809,0.15498564,0.059175797,-0.26136997,-0.16689552,0.0262488,-0.09944192,-0.10198343,0.035799522,-0.095423564,0.12122777
Choose Graphical a in V problem,0.04855647,-0.015406576,-0.066597976,-0.1592518,-0.39201498,-0.112843566,0.15047184,0.18327399,0.19491018,-0.12998405,0.016064221,-0.08522551,0.120793335,-0.017773936,-0.020172182,0.008991918,0.090718985,0.015634295,0.1441381,0.1847082,0.04196013,0.021516211,0.06307754,-0.09121028,-0.296877,0.05704299,0.024581585,0.04580278,-0.13535886,-0.17770238,-0.013175119,-0.1462387,0.09058845,-0.1218336,-0.04814973,0.020166093,0.10614628,0.045300815,0.35048404,-0.16632614,0.28514108,0.045299057,-0.29635254,-0.14717408,0.013961973,-0.07847122,-0.11647366,0.030279508,-0.08379727,0.11587912
Choose Graphical h in A problem,0.07849367,0.12870777,-0.056358576,-0.05776429,-0.41149032,-0.088665,0.085558355,-0.056215685,0.09693527,0.027682638,0.07100286,0.09166225,0.22180878,-0.11536243,-0.16975191,-0.046230827,-0.02876262,-0.08569782,0.04444058,0.09330447,-0.06231463,-0.058970213,0.18951224,-0.021138748,-0.27692845,-0.022397118,0.051609192,0.11787395,-0.08596719,-0.20907864,0.069211185,0.030042486,0.15375337,-0.055596247,0.013795059,0.08179589,0.04244994,0.08981684,0.18741585,-0.33134457,0.12183521,0.13314849,-0.16541271,-0.03643141,0.031327438,-0.21185246,-0.14685638,0.09129127,-0.13206708,0.3317312
Choose Graphical h in G problem,0.13083935,0.08858544,-0.083687566,-0.073007114,-0.39497906,-0.15296346,0.12712716,-0.040166836,0.14487591,-0.06067315,0.017182255,0.067398615,0.1889381,-0.14351612,-0.18831539,-0.08044291,-0.054224357,-0.13085178,0.106261365,0.16117619,-0.07475005,-0.06330761,0.16596365,-0.03240016,-0.26083082,0.0069648316,0.030818965,0.11108352,-0.06173198,-0.21725915,0.06361212,0.03607758,0.17843726,-0.06078308,-0.008944405,0.09629392,0.07396322,0.093663186,0.16869523,-0.30194297,0.10968211,0.11375768,-0.24397317,-0.036161464,0.074368395,-0.16259466,-0.06943721,0.065962516,-0.14177375,0.28059113
Choose Graphical h in N problem,0.17078747,0.029551962,-0.033074696,-0.1321802,-0.4489061,-0.17906944,0.15802497,-0.0163373,0.10519239,-0.05254731,0.002571412,-0.020578904,0.18299314,-0.14706202,-0.22770655,-0.1456765,-0.074601375,-0.049871843,0.13904968,0.21105316,-0.06786969,-0.0032935147,0.15152563,0.009544609,-0.2597691,0.032532368,0.042442046,0.11403186,-0.1076961,-0.16289087,-0.004072471,-0.07809154,0.13299672,-0.016132971,-0.007541754,0.1405801,0.05956861,0.078205615,0.231444,-0.23935716,0.11296301,0.11045069,-0.22325271,-0.1159112,0.043002546,-0.13560879,-0.1258419,0.062216166,-0.103839,0.16026197
Choose Graphical h in V problem,0.1467337,0.08936368,-0.06492877,-0.05354215,-0.36689287,-0.10062516,0.12279353,-0.05216238,0.082750335,0.0038020767,0.04308366,0.07427573,0.22202699,-0.10267968,-0.18453151,-0.11838591,-0.076739535,-0.073663354,0.10589171,0.15998514,-0.08712482,-0.07832876,0.19347519,-0.11898822,-0.2724994,-0.027707996,0.06948937,0.13720497,-0.015729584,-0.2713893,0.06984735,-0.048154976,0.17216589,0.0008264374,-0.052842665,0.09670731,0.090708315,0.09351005,0.15213495,-0.31492966,0.134992,0.07229466,-0.19627446,-0.019236706,0.08729731,-0.16822562,-0.088539876,0.094550855,-0.1489312,0.25923276
Choose Graphical k in A problem,0.10572611,0.06713277,-0.08326743,-0.05877801,-0.15762919,-0.09667083,0.07068874,0.06566553,0.22995432,0.15962161,0.043446705,-0.032289278,0.09468005,0.16377252,-0.00019380206,0.15694478,-0.07509043,0.014296932,0.22150671,0.08561777,0.26341137,0.20884459,0.02897718,-0.012629593,-0.0074631907,-0.15736823,0.07843299,0.21731175,-0.08965105,-0.18248579,0.08073776,-0.017952224,0.1006332,-0.13233575,-0.05157199,0.15138473,0.007983095,0.09697111,0.43172035,0.1497649,0.19993058,-0.21502158,-0.21437874,-0.16179964,-0.15882662,0.009237688,-0.08257024,-0.14032991,-0.05965781,-0.029739458
Choose Graphical k in G problem,0.083941996,0.058399785,-0.14100218,-0.09932737,-0.17407207,-0.12951131,0.12526387,0.10835324,0.27366853,0.09528941,0.067936465,0.00069382373,0.14625998,0.16658078,0.035009455,0.20587562,-0.054132283,-0.039038952,0.16429712,0.07641274,0.25972593,0.21772328,0.050127402,-0.043618757,0.0072685913,-0.11077916,0.05980353,0.12613559,-0.049737852,-0.20964766,0.050829463,-0.0025603767,0.113137834,-0.153589,-0.03511974,0.09606485,0.03903872,0.11457168,0.44020405,0.090615146,0.1832521,-0.12451883,-0.24814858,-0.14878179,-0.1642946,0.003995613,-0.069317564,-0.18590221,-0.05904369,-0.020118274
Choose Graphical k in N problem,0.19581816,0.067359224,-0.09190923,-0.10486791,-0.41828987,-0.17149413,0.15117508,-0.052952316,0.067706056,-0.056290742,0.05832591,0.0018574804,0.19538967,-0.14596283,-0.27038386,-0.108469255,-0.05435371,-0.07113976,0.12459087,0.16745792,-0.08087673,-0.015937129,0.20115907,-0.021496078,-0.26115793,0.016620541,0.011351199,0.06670977,-0.105903655,-0.2062356,0.03823517,-0.020023443,0.1419655,0.02843627,0.0038786507,0.10723741,0.06690659,0.050648447,0.22054705,-0.28501895,0.06591256,0.093553625,-0.24479654,-0.11270746,0.02549792,-0.1077533,-0.05377621,0.075696506,-0.051561046,0.2132843
Choose Graphical k in V problem,0.13040261,0.060859308,-0.09878231,-0.07562005,-0.17590337,-0.07743839,0.102331415,0.049201604,0.23969689,0.080093466,0.014278902,0.047561135,0.12429145,0.08647702,-0.045412116,0.12826423,0.005107742,0.019835955,0.2146142,0.12610702,0.21008141,0.1673212,0.005870885,-0.08303567,-0.13819666,-0.06976067,0.09508846,0.24000853,-0.00258594,-0.24799722,0.04966189,-0.014645305,0.10154354,-0.16469413,-0.046184395,0.18282333,0.04552309,0.14678654,0.40687847,0.067470066,0.25229493,-0.17539454,-0.32141164,-0.08342224,-0.11293255,-0.026230333,-0.030024592,-0.11059678,-0.10926617,0.0075290487
Choose Graphical refl-v in A problem,0.022244418,-0.030067937,-0.09027682,-0.13578174,-0.35961872,-0.16255641,0.16633883,0.20966902,0.22870211,-0.15597643,0.046334032,-0.1468259,0.09856949,0.013129667,0.0057384,0.05120758,0.058359075,-0.02419838,0.13741924,0.18338919,0.06391348,0.018443733,0.07621789,-0.099604204,-0.20689629,0.074057944,-0.009510249,-0.01286821,-0.18009053,-0.19759102,-0.032177225,-0.13047706,0.12075714,-0.07947011,-0.06713451,-0.025183033,0.084601216,0.033922248,0.35940075,-0.1482699,0.23856215,0.016134156,-0.31075212,-0.1924114,0.0021991367,-0.044788204,-0.15989669,-0.027064651,-0.059652004,0.09423408
Choose Graphical refl-v in G problem,0.0015473978,-0.041134126,-0.09574012,-0.117470816,-0.36028594,-0.15718451,0.17188269,0.22708227,0.2245523,-0.14434,0.026855212,-0.15249649,0.10238277,-0.0058782455,0.017138612,0.042535797,0.07144469,0.03418223,0.15351865,0.18649684,0.0685944,-0.0064660013,0.049573135,-0.12168746,-0.24154194,0.045444157,0.026152737,-0.008077364,-0.115041874,-0.20643619,-0.039236218,-0.15970708,0.12543812,-0.09929009,-0.093523055,-0.0013465224,0.10542404,0.030042851,0.33512682,-0.15044251,0.25312078,-0.021405686,-0.32749906,-0.14561734,0.041207295,-0.062117375,-0.10606295,0.007467896,-0.067590974,0.07386353
Choose Graphical refl-v in N problem,0.14264022,-0.03980722,-0.06518953,-0.08888661,-0.50206274,-0.1608884,0.18413903,0.005924467,0.09841632,-0.0950502,-0.006907357,-0.07782273,0.11009955,-0.120073855,-0.2269723,-0.11350869,-0.12657124,-0.04023227,0.1390146,0.21330808,0.032083705,0.015646793,0.21863404,0.12592915,-0.18073551,0.022761129,0.055843756,0.024251968,-0.113645144,-0.086625166,0.030649057,-0.0095991315,0.1721646,-0.020832416,0.054405645,0.11565228,0.03956938,0.059498336,0.2538023,-0.20115353,0.05358534,0.1675301,-0.2483627,-0.16336009,-0.030254815,-0.06174388,-0.1234399,0.0005205625,-0.15820321,0.10874436
Choose Graphical refl-v in V problem,0.068917766,-0.051657587,-0.06886698,-0.12403482,-0.4102342,-0.13245197,0.16572033,0.13409126,0.19069974,-0.119118676,-0.002564399,-0.09601539,0.11997794,-0.06182039,-0.100640826,-0.04250664,0.056036122,0.037153415,0.15810363,0.2123045,0.050347585,0.007526284,0.11020461,-0.06243399,-0.2923846,0.0535737,0.0588966,0.054110058,-0.09472569,-0.19360475,-0.016595365,-0.13001215,0.13385163,-0.099037856,0.0015502283,0.07041614,0.11041715,0.06893794,0.31681877,-0.14012009,0.26183927,0.06462454,-0.33077615,-0.1190556,0.011507229,-0.056552872,-0.10036498,0.025388077,-0.107589535,0.08968015
Choose form of compound inequality,-0.21310902,0.18301265,-0.18394136,-0.09532155,-0.19300589,-0.09992563,0.14871265,-0.010876787,0.1751624,-0.022691121,-0.14172347,0.07554909,-0.10585354,-0.06272574,0.24150942,0.044321436,0.09383162,-0.13152863,-0.002918298,0.011891536,-0.17112713,0.079453744,-0.22119747,-0.30235302,0.12612596,-0.1288872,-0.19265525,-0.13792625,-0.12089916,-0.0045892037,0.052441556,0.018491056,-0.14404945,0.14637737,-0.17972997,0.037912384,0.05885393,-0.050500564,-0.026154468,-0.273434,-0.039838605,-0.15952429,0.072820105,0.06273264,0.21830462,-0.1001057,0.21400245,0.114630766,0.039584287,0.23633991
Choose mean,-0.13836719,0.13889624,-0.13128553,0.0847175,0.11268236,-0.0049179024,0.16289271,0.017312184,0.19675957,-0.146772,0.107562415,-0.16541101,0.060442492,0.019961698,0.14847997,0.3537945,0.30263105,-0.34694853,-0.04501636,-0.027646268,-0.27345666,-0.01249378,-0.15231031,0.05636556,-0.03124462,0.25993115,0.005835638,-0.10598097,-0.06840719,0.13167706,0.029368576,0.23198962,-0.11790653,0.058663912,0.13572927,-0.16251436,-0.14239453,-0.09700945,-0.09225475,-0.16736482,-0.13229363,-0.010719729,-0.10824371,0.062352385,0.012549364,0.040759854,0.06009942,0.025930228,0.017987682,0.080863364
Choose median,-0.10661549,0.13841604,-0.12142328,0.090600505,0.13092774,0.01911937,0.16312465,-0.007982183,0.19712661,-0.11253716,0.10568559,-0.13537566,0.088077396,0.01742429,0.1264298,0.33454153,0.33211258,-0.34736001,-0.03773987,-0.020981599,-0.28502503,-0.010895592,-0.17690508,0.047956277,-0.066899806,0.2683094,0.015426718,-0.07414197,-0.038942844,0.13261999,0.0447664,0.2028115,-0.13396248,0.062526375,0.15621279,-0.16013567,-0.14662378,-0.0834676,-0.12550384,-0.16807787,-0.11618834,-0.024147827,-0.12008981,0.07206842,0.02696722,0.037787117,0.057893254,0.06211793,0.014215668,0.074207924
Choose mode,-0.13901821,0.15289554,-0.11530554,0.08638531,0.13789058,0.011518594,0.15703502,0.008795439,0.2082843,-0.12119176,0.0998076,-0.14358968,0.078795105,0.020102197,0.15488619,0.34799275,0.3222443,-0.34893882,-0.04685969,-0.024002405,-0.28112146,-0.023060316,-0.17297992,0.034822468,-0.05557113,0.26242986,0.013353156,-0.0708369,-0.03942844,0.1257491,0.04339761,0.2095019,-0.12587485,0.04556324,0.14136231,-0.1690817,-0.14051946,-0.08540047,-0.10701481,-0.1620244,-0.10104286,-0.029627463,-0.10526645,0.0892962,0.027657712,0.033581804,0.05003268,0.042257037,0.008317914,0.07288964
Choose non-perfect square,0.15779361,0.09562422,-0.0069466685,0.18397814,0.052919753,-0.024317067,0.02402417,-0.09296647,-0.16205002,0.257401,0.109778106,0.036200963,0.38387942,0.00074773614,-0.08542448,0.09580883,0.057751406,-0.023187801,0.01681901,-0.05242319,0.02649884,-0.05987036,0.0935329,0.023864705,-0.16608362,-0.054902844,0.45981616,0.12170555,0.11612085,-0.27367514,0.1328223,0.17857496,-0.08584235,0.02966403,0.014644425,0.17815384,-0.12020435,0.006920196,0.021735601,-0.13009529,-0.1718796,-0.21864398,-0.15202117,0.06257492,-0.124583855,-0.12916476,-0.14377452,-0.02535498,0.050357133,0.044090807
Choose operator in fractional identity,-0.056728248,-0.07768959,-0.047274824,0.02097196,-0.1227641,-0.0017992188,0.26950094,-0.08331954,0.26476857,-0.054078292,-0.12068753,-0.12530655,-0.24898683,0.07642503,0.15654314,0.14667164,-0.04944542,-0.16959824,0.30130696,0.114426345,0.025465164,0.11504796,-0.12170611,0.09078927,0.20577621,0.14302711,0.12646724,0.12476239,0.0077408557,0.21319754,-0.053893197,0.08281505,0.022047943,0.0109475665,0.06506765,0.17305315,-0.07482338,-0.045900244,0.10120097,0.25706398,0.10639389,-0.14295153,-0.18450463,0.013916131,0.058196507,0.07650317,0.12634324,-0.18247277,-0.21796407,-0.2525866
Choose table size,-0.049251407,-0.015001382,-0.16057017,-0.07132194,-0.029287381,0.08789829,0.051406953,0.16011877,0.14843608,-0.34364077,0.017953139,-0.01716124,-0.055207007,-0.097983144,-0.010989018,0.19610298,0.28953898,-0.19694242,-0.23926334,-0.10310366,-0.0602017,0.10789274,-0.069609895,0.00017042783,-0.08424847,0.22971025,-0.29306003,-0.24918213,0.023901952,0.20154516,-0.040794503,0.1024289,-0.04238727,-0.033976395,0.18503596,-0.20207033,-0.030599903,-0.08374438,-0.103663564,0.042580906,0.041280206,0.21686688,-0.14850356,-0.020070177,0.0046647065,0.16307087,0.15595606,0.022603326,0.13450433,0.16307847
Classify equation as having no solution,0.34614745,0.033326562,-0.070842184,-0.052727908,-0.18246397,0.066605784,0.16758321,-0.08671025,0.02001485,-0.22007112,-0.14155942,-0.012999639,0.089776605,-0.18447319,-0.11123731,-0.14980763,0.28755993,-0.31122902,-0.0052747624,0.10712573,-0.2133475,0.114288405,-0.022620788,-0.013828967,-0.18847461,0.08518049,-0.08864071,0.0885272,-0.038216442,0.22529715,0.05361996,0.09696218,-0.28831053,0.06388773,0.043873165,0.08252257,-0.015143767,-0.05961076,-0.10929882,-0.046439048,-0.044920664,0.04816157,-0.14015447,0.0072949952,0.018583111,-0.026051478,0.13790967,0.0906574,0.13648304,0.3064914
Classify equation as having one solution,0.3318108,-0.09665423,-0.19526076,0.07389272,-0.008311034,0.15055571,0.26867843,-0.14486355,0.12410113,-0.08243421,-0.05647964,-0.20861134,0.00011923061,-0.003423448,-0.040741675,-0.09028657,0.14621066,-0.23502089,0.12004401,0.080685526,-0.035557557,0.14392735,-0.010246883,-0.2543879,0.017978523,0.09405982,-0.115966514,0.15923691,0.04981302,-0.052009523,0.031488035,-0.03866757,-0.181022,0.2892012,-0.18119702,0.05587822,-0.074944116,-0.18433167,-0.029949624,0.11292579,-0.0172796,-0.342563,-0.120014384,-0.05159865,0.059465643,-0.03360864,-0.052010316,-0.027977496,-0.017440336,0.23147191
Classify equation as having two solutions,0.055663,-0.13441467,-0.20747645,0.08790919,-0.06701386,0.052777577,0.11169498,0.044802856,0.11131128,-0.049276233,-0.036382683,-0.46707422,-0.1291961,-0.034118723,-0.09684918,-0.06940043,0.01578872,0.067446455,0.011682654,0.07549613,0.08719321,0.17179774,-0.06512749,-0.23483583,0.119192004,-0.084422454,-0.13706382,-0.06732978,-0.051211078,0.0089661535,-0.020079236,-0.16993646,0.012498045,0.323836,-0.13012777,0.0070272014,-0.09491581,-0.17695543,-0.021550335,0.04351103,-0.060613032,-0.38336113,-0.047178883,-0.16407162,0.10221295,0.09580601,-0.20359372,-8.517719e-05,-0.05253416,0.21876688
